,user_id,actual,recommendations
1481,2086,"[  825749   998741  1043301  6602440  1002771   834117   834826   948670
  1075214  9420314  1082185  1014999  1135634 12171656   979707  5585510
   986912  1044759   902640 15926886 15926887]","[5585510, 866211, 8090541, 965267, 1029743]"
1482,2087,"[  846833   851287   870428   899624   948670  1037332  1080784  1138854
  6039687 10455984 13008321 15926886   871722   829852   859987   916122
   916993  1002178  1104058  1131830 13382402   857540   866211   843929
   937413]","[1029743, 854405, 916993, 991223, 6034857]"
1483,2088,"[ 1029743  1081177   845307   870547   948953  1000050  1011920  1067606
  6979253 13008321   933729   934156   951674  1008799  1082185  1090711
  5568197 15972790]","[1029743, 1050851, 1128016, 899624, 1044078]"
1484,2089,[1126899],"[1126899, 878996, 1055504, 1121393, 1127831]"
1485,2090,[ 949784 1007512 1118481 1131506 7025202],"[871611, 1106523, 878996, 896613, 1029743]"
1486,2091,[  937343   944836   999090  1029743 12484491],"[1029743, 5569230, 1106523, 933835, 1016800]"
1487,2094,"[ 883202 1037631 1038564 1070820 1082185 9676866  851528  949132 1092588
 6533936  880150  887325  939860  942341  965766  992622 1029684 1121656
 1139023 6513604 8119000  883932 1032512 1103377 5569374 6533362]","[874972, 1070820, 999858, 844179, 828106]"
1488,2095,"[ 859426  885447 1068719 1096794  892573  986912 1112238 5569135 1033142
 1044078 1069039]","[1068719, 844179, 1044078, 1106523, 1123022]"
1489,2100,"[ 826842  827667  883068  895166  944534  948650  960791  998444 1012587
 1016276 1048300 1101173]","[944534, 1044078, 1106523, 948650, 828106]"
1490,2101,[ 983584  989069 1029743 1075470 1101010 1121384 1122358 6534035 6534077],"[983584, 1029743, 5569230, 1106523, 1101010]"
1491,2102,"[ 1046756   843450   926206   939636   954424   996009  1125391  1135578
  7024830 12301073   832001   889989   890407  1037863  1121059 12262778
   906838  1027168   870428   878996   916122   961021   962229   965842
   989824  1082185  1085095  7168619  9333734   908318]","[940947, 854852, 1021519, 1055503, 5569230]"
1492,2103,[  986912 15831255],"[1121393, 1106523, 878996, 1029743, 965267]"
1493,2105,[843898 921836],"[1106523, 1029743, 965766, 866211, 1127831]"
1494,2108,[  896085   899624  1070702  1082185  1135476 15926886],"[1029743, 1106523, 1081177, 1000753, 1008547]"
1495,2109,"[  893018   944588   950894   995896  1041796  9416729 15926887   963727
   998556   935993   999613  1131344   933067  1037631  9338009  1042907
  1070227 12301334]","[8065410, 896862, 999270, 823704, 893018]"
1496,2110,"[  962266  1062002  1065705  1085435  8066803   849100   930603  1104343
  1113274  1127179  6513658  9268695 12298966 13007355   857503   878996
   908408   909268   933835  1098844  1138854  6034857  7151074  9677435
 13381631]","[878996, 1127831, 965267, 1024306, 909714]"
1497,2112,"[  897088   901062   955587   979707  1082185  1117824  1128240 12946257
   859426]","[1029743, 844179, 916122, 999858, 874972]"
1498,2114,"[  901062   907099   968072   986912   885290   995965  1082185  1098248
  6514042   878996   885863   933835  1002771  1055504 12810393]","[986912, 1112238, 878996, 1127831, 866211]"
1499,2115,"[ 823721  844179  859075  880895  896027  897954  906883  919535  929341
  934948  939546  944534 1000237 1004906 1024998 1070820 1093571 1104058
 1110244 1120991 5569471 7025326 9296856 9446216 9831882 9835509 9881592
  826695  894447  909249  944852  951197  999563 1011459 1022340 1024319
 1029125 1029743 1064002 1068078 1069609 1082185 1118479 1119075 7025046
 8276172 9194383  834158  878775  944836 1016782 1030398 1079987 1139216
 7409907]","[12301109, 5569845, 5568729, 1127831, 854405]"
1500,2116,"[  866871   913210  1034956  1082185   931324  1008547  1098844  1130517
  6533581   947875  1009187  1019643  1116741  1135476  9483647   848319
   913671   916122  1074541  1079067  1104343 13654702  1111786]","[901062, 976199, 6034857, 1127831, 1098844]"
1501,2119,"[  866211   880377   930603   949784   949965   990656  1062863  1099905
  1137505  1137688  8292958 12731432 13906641]","[899624, 916122, 839419, 1029743, 1075214]"
1502,2121,"[  856060   866540  1082185  1135476  6424471 13654702   958208  1053730
  8293440  9831557 13213567 13776705]","[6034857, 5569230, 1127831, 976199, 957951]"
1503,2122,"[  866211   893018   911974   969945   980263   990897   994685  1001827
  1003616  1038692  1082212  1105478  1106523  1112667  9676866 12781828
 12782182   889105   892531   897954   926233   951590  1060872  1073120
  1118757  7139529]","[1106523, 1029743, 878996, 1003616, 5569230]"
1504,2123,"[  824180   905353   927360   940947   999714  1043301  1044078  1076199
  1082185  1127831  5582712  6533843 10285454 10344725   857736   916122
  1003158  1003487  1041796  1100972  1101010  6514030  7441102  8015407
  8019954 12946027]","[5569230, 957232, 838186, 1029743, 824180]"
1505,2124,"[ 1124342   944486  1029743  1082185  1096635  7160185  9803591   819308
   897125   902172   920900  1004906  1007549  1022254  1062002  1126899
  8273950  9856740 14106445   998119]","[8090521, 916122, 1127831, 1062002, 6602697]"
1506,2125,"[  833940   837865   882247   940947  1013578  1018740  1029743  1088205
  1129949  9655528 10285006   843464   904240   952408  1041512  1104414
  9419487]","[1029743, 883003, 925862, 5569230, 878996]"
1507,2126,"[  842249  1025650  1053924  1061688  1082185  1089618  1126711 12757544
   841309   928146]","[1023720, 6034857, 8090532, 1042616, 878996]"
1508,2129,"[ 820291  860703  869047  948670  974204  979707  990797  995916 1004906
 1079023 1082185 5569471 7464370 9546982  859075  930385 1127179 6423993
 9365106  825365  830245  832678  854405  854496  898958  910673  940023
  995151 1024051 1068719 1136486 5565925 5569230]","[1044078, 1029743, 5569471, 844179, 1050851]"
1509,2130,"[  820291   826385   832442   835499   941939   947798   982790   988736
  1044078  1082185  1110111  9527603 12731543  1037840 10180324]","[1106523, 899624, 866211, 878996, 872137]"
1510,2131,[ 858649  998828  870515 1125123 9268695 6979579 9803545  986912],"[854852, 993638, 1081177, 965766, 1004906]"
1511,2132,[ 909249  865718 1104414 1071342 9419443 9420181 9884698],"[930118, 878996, 1106523, 1112238, 1029743]"
1512,2133,"[  894447   904105   932863  1006184  1027168  1050851  1082185  1100140
  1126899  1137775  8273950  8293447 13381584   909268  1104414]","[854852, 1126899, 916122, 6034857, 5569230]"
1513,2135,[  841606   918994  1100972   922127   979707 16100266  1082185],"[986912, 6391381, 1127831, 878996, 1034956]"
1514,2136,"[  822049   865392   878996   901062   911454   921277   936914   938300
   944836   948832   951412   964521   975651   999599  1043187  1082185
  1121053  1121360  5569471  6919082  9420048  9446216  9833277   834158
   860248   916821   930009   999090  1076161  1085357  1087102  1122255
  1126899  7139529 13877191]","[878996, 854852, 1127831, 6034857, 901062]"
1515,2137,"[ 853887  944852 1082185 1118033  835098  863447  948650 1037863 5585510
 5591083  965502 1035321]","[5585510, 1029743, 965267, 1004906, 1127758]"
1516,2138,[1029743],"[1029743, 899624, 916122, 5568378, 893018]"
1517,2141,"[  885697   951590  1070820  1082185  1110244  5569327  8276172  8293447
   885863   897671   904236   933835  1014116  1067606   830245   834572
   865456   884938   887503   915459   919963   957089   969846   983753
  1012941  1034838  1054262  1071713  1107538  1122568  1125837 12384431
   865992   951197  1047076  9420337]","[933835, 971922, 1070820, 910032, 5569327]"
1518,2142,"[  831063   831712   883068   913210   927277   950202   986912  1013807
  1014999  1029743  1054185  1082185  1110244  1116020  1122568  1132911
  1137010  5568320  6533362  6632589  6633224  6704207  7025202  9297474
  9487606 13007518 13512017 16770156   844179   898068   900208   906838
   920112   923169   943362   948384   965766   977508   977658   987044
   999360  1004390  1011303  1106523  1111786  5564906  7146026  7168057
 15831255 16729296   999858  1000753  1119761  9835223]","[8090537, 825994, 947201, 1029743, 1002771]"
1519,2146,[ 898121  999090 1029743  873577 1119993],"[1029743, 849870, 1106523, 882604, 965267]"
1520,2147,"[  979452   848319   879445   901666   947326   953539  1005274  1013389
  1026118  1050645  1062340  1082185  1124077  1127179  9836460 12946257
   866211   880427   996114  1051516  1068719  1138467  1138854  9676997
 15926844]","[854852, 866211, 916122, 12810393, 1023720]"
1521,2148,"[  895930  1022254  1037863  5569379   844179   878996  1082185  1101010
  5569230 13776705]","[834117, 913210, 1106523, 844179, 865528]"
1522,2149,[ 1082185   849202   987122 12810464],"[1106523, 965267, 5569230, 1082185, 878996]"
1523,2151,[ 833866 1044078 1067606],"[986912, 1106523, 1081177, 1029743, 965267]"
1524,2153,[ 839419  870547  888054  962229 1029743 5591170 9833277],"[1029743, 1004906, 1044078, 1122358, 899624]"
1525,2154,"[  893018  1022254  1082185  1131321 13007355   847139   869047  1076516
  1081177  7467039  9527558  9831469   845163  5569303   948384   890610
  8090536   892768   870547   878996   959830   965766   978129  1135476
  6633224  6633273  7166862]","[878996, 930118, 1127831, 1106523, 1105488]"
1526,2155,[ 825343  866211  916122  917438 1004906 1006184 1115800],"[844179, 843689, 12301109, 944534, 930118]"
1527,2156,"[  819400   851343   867931   913210   954651   965889  1000237  1016276
  1029743  1081627  1082185  1116020  1122358  5570383 10344586]","[5569230, 940947, 1029743, 1122358, 999858]"
1528,2158,[ 825343  891961 1082185 1103902 1116770 6034857 7410017],"[951412, 1106523, 986912, 5981072, 926033]"
1529,2159,[8090537],"[1106523, 8090537, 999779, 1012587, 1038745]"
1530,2160,[ 938138 1000753  874972],"[874972, 1070702, 916122, 12262978, 953539]"
1531,2161,"[  838867   890610   933835   951590   974204  1017369  1126899  1138443
  5591520  7169091  9859111 15926886   837270   995965  1043301]","[1126899, 5568729, 5569230, 944836, 958208]"
1532,2162,"[  847241  1005576  1016276  1029964  1082185  1087411  1113820  1127701
  6395907  7168383 15596112  8019921   820347   954102   987311  1031831
  1032512  1067606  1076199  1118481  1128244  6391557  6463724  6463729
  7441842  8293343   845622   896085   900208   993466   999965  1077373
  1127716  6463826  7441419]","[1029743, 1127716, 866211, 6395907, 847241]"
1533,2163,[1016274],"[5569471, 1106523, 1029743, 9338009, 5569230]"
1534,2167,[5568721 1106523 1043301],"[1106523, 5569230, 844179, 933835, 12302069]"
1535,2168,"[  979707  1044078  1075470  1082185 13672065   835098   866211  5568378
  8090521   825343   856252   859075   890610   890695   950894 15926775
   844179   869024  1058214   940766  1068561 12810436]","[899624, 1070702, 844179, 8090521, 1044078]"
1536,2169,[ 869322 1017887],"[1106523, 1126899, 878996, 1044078, 1029743]"
1537,2170,[ 1013928   847573   834491 12301784  7160764],"[5569230, 8090521, 1012587, 8090537, 1043751]"
1538,2171,"[  830503   951590   970861   974336   999104  1023196  1024731  1063578
  1081533  1110031  1119942  1134414 13007518]","[912704, 1022097, 999104, 852856, 5568447]"
1539,2172,[ 1020823  1135476 16100266   839419  1047769  1123842   846833  1111080],"[1029743, 6034857, 1104343, 1127831, 849202]"
1540,2173,[  992622  1020962  1046584  8273833 10180324],"[913210, 1029743, 1106523, 899624, 878996]"
1541,2174,[9553176 1125278],"[1106523, 1029743, 866211, 865456, 1075368]"
1542,2175,[938596],"[1106523, 878996, 1029743, 986912, 5569230]"
1543,2176,[  851287  1014948  5569327  6463826  6534077 12599756],"[1106523, 844179, 5569230, 1029743, 835619]"
1544,2179,[951412],"[916122, 1106523, 930118, 871611, 874972]"
1545,2181,"[  862799   879280   948650   999270  1101010  6514042  7168890 12456589
 13213567]","[5569471, 866211, 1106523, 1029743, 9187298]"
1546,2182,[993638],"[1029743, 1106523, 5569230, 986912, 878996]"
1547,2183,"[1019942 1063739 1118033  834158  844179 1082185 1135476  995151 1026118
 6463717]","[878996, 866211, 1105488, 1029743, 8020001]"
1548,2184,"[ 1019643  1103147   849578   941658  1022340  1112667  7168890   968992
   985999  5569845  1006483   835619  5568800 12781666 15926886]","[1106523, 6034857, 8090521, 983584, 8090537]"
1549,2185,"[  820923   839656   863447   874972   879699   925145   953180  1089225
  1111786  5566472  9526673 10456152 13133916]","[866211, 908318, 5570882, 823721, 871061]"
1550,2186,"[  824180   844179   951590   963835   982790  1082185  1106523  1135552
  5570408 12782181   870547   986912  1000753  6513810  6463907  6464074
   961980   979707  1038663  1076226 12132277   866211   899624  1029688
  1135476  5569230  6424471  8090521]","[844179, 1106523, 12810393, 8090521, 899624]"
1551,2188,"[  837751   871756   929341   936741  1044078  1051516  1127328  7409997
 12262992   869728   996087  1050534   874651   913210   933835   964968
  1082185  1101010  1132178]","[1040807, 1106523, 933835, 819978, 1018740]"
1552,2189,[ 1081177  1082185 13910974   866211   913210],"[834117, 913210, 1029743, 1106523, 1015280]"
1553,2190,"[  951590   865456   870547   940023   962229   986021   993638  1042907
  1044078  1077373  1103902  1135476  5568197  5568378  6533608  6534077
  8019954 13877192  1053282]","[866211, 1043751, 5569845, 819978, 844179]"
1554,2193,"[  823704   833724   842470   849100   862725   867020   878775   889989
   909268   922127   923789   934809   940947   976767   979707  1005274
  1055425  1067779  1070820  1078063  1083446  1101173  1104414  1118623
  1135476  5569845  5581910  7466252 12781564 13876348 15972790]","[1127831, 866211, 995965, 985999, 916122]"
1555,2194,"[ 1048068  1062128   954495   965679   945909   854852  1082185   865026
   904777   933835  1016709  1040807  1131321  1137775  5568378 12352293
 15926886   853448   887661   820301   879699  1079228  1121720  1135195
  8090537   856252  5569230 15926775   993638  1136033 12384629   979707
  1017325  1081177   850768   922736   948384  1053282]","[866211, 1040807, 1081177, 845307, 5568729]"
1556,2195,[1115358],"[1126899, 878996, 1105488, 1055504, 1127831]"
1557,2196,[ 837304  999104 1082185],"[999104, 5569230, 1029743, 5569374, 1106523]"
1558,2197,[ 820923  913026 1036262 1068719  866043  879504  950206],"[5569230, 1021324, 839243, 5569471, 8090521]"
1559,2198,"[  910473   913210  1028166  1082185   845462   873044   878775   908318
   948670   951412  1005274  1118244  1127179   982790   979707  1044078
   865026   941658  1006878  1118264  6979518   844179   890695   964521
   986869  1026550   856252   892573   940766   965766 15926775  1041796
   921504   922753   933835  1131321   849202]","[986912, 1137775, 834117, 844179, 863762]"
1560,2199,"[  839485   872177   923789   933835  1082185  1101010  1139525  5569327
  8273950 12582361 13072944]","[985999, 1060408, 916122, 934172, 913210]"
1561,2200,"[  932420  1050482  6391086   844179   857736   897954   944534   996087
  1026118  1034956  1059823  1062002  1081262  1082185  1123045  7442353
  8019216  8019273 12132648 15717057   822178   823704   845208   867272
   940766   951561  1100379  1102416  1139493  5568489  5569845  6534035
  6534480   845622  7168026]","[1004906, 844179, 5569845, 834117, 8090521]"
1562,2202,[ 938300 6034857],"[1106523, 1029743, 1081177, 916122, 854852]"
1563,2203,"[  819927   834382   863030   906864   979707  1006878  1029743  1042915
  1044078  1060705  1070272  1101822 12731571  1011459  6534077]","[1029743, 5569230, 838186, 916122, 957951]"
1564,2204,"[  961447   863762  1013928  1022254  1037863  1082185   833724   951590
  1044078  1044188  1056212  1128240 15926887]","[1044078, 1029743, 12695224, 916122, 1106523]"
1565,2205,[  882247  1082185   835558  1012941  9527183 15596834],"[1029743, 878996, 1050851, 1106523, 854852]"
1566,2206,[1029743 1059347 1135552  972191 1053022],"[1029743, 959830, 1135552, 1012587, 916122]"
1567,2207,"[ 1070272   986912   972931  1127732   956486   969866   979707  1004906
 13071901 13073103   980823   858419   891720  1128271]","[972143, 1086483, 965766, 986912, 1127758]"
1568,2208,"[  944249  1106523  5569230   883932   970760  8090532  9396673   819978
   962229  1101010 15926886   844179   854405   865456   899624   904812
  1081262  1106271  1110695  1128016  5568378  5581910  6464165  8291322
 13877192   920191   999270  1053282  1082185  1116589 12301109   843346
   852360   899019   940947   944137   962991  1012941  1068719  1082627
  1104649  1127825  1135552  1136341 13380863 13381483  1136486   845208
   848029   874972   894401   918588   931255   942525   964968   972931
   981086   989069   990797   995226  1000050  1006184  1016709  1030182
  1042907  1056005  1072523  1126703  1128206  5564526  6464069  7441210
 12810422 13910669 15926775]","[823704, 844179, 999270, 865456, 5569230]"
1569,2209,"[  859075   869728   880150   890695   979707   983623  1004906  1016709
  1065380  1135476  5578547   933238   938319  1002850  1009187 15629927]","[1029743, 1098844, 1062002, 834117, 1004906]"
1570,2211,"[  859075   867469   952408   998119  1082185  6533936  7168286   914577
 13213470 13382310   872137   888178   900586  1018822  1042907  1070820
  1088387  1092120  1094924  1135476  6034648]","[1070820, 878996, 1126899, 5569471, 835098]"
1571,2212,[1000736],"[1019387, 7441419, 6463717, 835278, 8090537]"
1572,2213,[9268695],"[859427, 6034857, 951412, 854852, 1070820]"
1573,2214,"[ 839766  841220  930870  945611  995151 1029743 1115187 1131321 1137775
 5568378 8090532 8090536]","[1029743, 1106523, 878996, 8090537, 986912]"
1574,2215,"[  819840   899624   948650  1067695   944486  1117514  5585510 13506119
   890610  1051516  1082185]","[1106523, 890695, 854852, 880150, 878996]"
1575,2217,"[10356076  6391534  8293439  8293440   854852   901062   916122  1022254
  9338009 13071901]","[916122, 854852, 1022254, 1004906, 6034857]"
1576,2221,"[  842392   942475  1082185  1120261  7410320   901666   956689  1097382
  7410321  7410341   952563   991761  5569374  7167864  8177622  9526630
 10180324]","[1126899, 1000753, 7410321, 7410320, 883940]"
1577,2222,[ 866548  973916 5568729  922127],"[5569230, 1029743, 1034176, 1075368, 1012587]"
1578,2223,[5568197],"[1029743, 878222, 5568378, 1009368, 1046587]"
1579,2224,"[  907418  9297106  1071594   827999   829621  1031087  1070272  1082185
  1097761  1129610  1131488  7409874   967461  8019916   867931   890695
   926206   970866  1007210 15926844]","[996009, 839419, 1007210, 1029743, 923670]"
1580,2225,"[ 1046756  1103377  6039640 10201384 12384779   841220   893221   896862
  6979545   835098   861706   863447   866871   918994   944137   951412
   970202  1033142  1137688  8119135   856345   908318  6513713  9483753
   891061   920200   989824  1004906  1050851  1051468  1110111  1135476
  9297474  9707010   829852   859160   870421  1121281]","[944137, 878996, 1126899, 866871, 916122]"
1581,2226,[13776705],"[1056509, 878996, 1106523, 896085, 1126899]"
1582,2228,[1050741 1082185 1131529 1134483],"[8090537, 1106523, 899624, 1037840, 1044078]"
1583,2229,"[  857503   880427   899019   965772   995965  1038443  1068451  1082185
  1127716  5574377   865156  1031864  1092588  1101706  9832529   822739
  1043301  5585510  9446216 13039088  1111786]","[880427, 1106523, 951412, 1029743, 916122]"
1584,2231,"[ 885023  916122  925862  993466  996269 1082185 1119405 1131344 5592610
 5981267 6513713 1126899  830526 1125278]","[1126899, 878996, 916122, 1029743, 854852]"
1585,2233,"[ 1037863  1109014   880150   901666   960791   971922   979707   993698
  1051468  1098844  1117514  9487286  9803810   950463  1082185  1137775
  9704731 13672062]","[1127831, 1126899, 951412, 6034857, 854852]"
1586,2234,"[  852856   854754   915493   984315   997309   999104   999599  1001266
  1002850  1103377  1121694  9487885  1061614   827578   844179   848029
   936355  1107839   953180 13003101 13653499]","[1009187, 1104343, 854852, 6034857, 908318]"
1587,2235,"[  899624   958023 10456457   857130   902396   943320  1071302  9297062
  9527184]","[976199, 1106523, 872137, 937292, 972143]"
1588,2237,"[  849202  1129049 12648296   973916   978077  1082185  6533936  6534074
  9483753   865456   904997   927030   957411  1034886  1135258]","[916122, 844179, 835098, 849202, 5569230]"
1589,2238,[  991592 10285137   854900   979707],"[1029743, 1025611, 1044078, 1127758, 844179]"
1590,2239,[1029743  859010  890610  892500  975649 1132911],"[1029743, 8090537, 983584, 1106523, 1044078]"
1591,2240,[1110244],"[1106523, 5568378, 983659, 910032, 5569230]"
1592,2241,"[  844991   878996   933835   951190   993638   898068   916122   917816
  1128240  7025046 12301100 13910669  6463483  7441498]","[1029743, 878996, 8273833, 5569230, 854405]"
1593,2243,"[  845208   899624   965292  1044078  1107039 12810389   825170   885290
  1008814  1051323  1070820  1074333  1122358 12985761  1008032   823704
   839419   844179   848029   874972   897125   899201   906026   995876
   996444  1024032  1068292  1075275  1079023  1092937  1123496  1135578
  7025202 12386122 12731432 12810391]","[844179, 831628, 1043751, 12810393, 1070702]"
1594,2244,"[  859075   982790  1109948  1116020  5568721 15717057  1108131  1122358
   964968  1012587  5568378   858373   948832   846823  1131344  5569327
   865456   870547  1022254   985893  8069336   942525  9526673   894406
   962229   835796   965766  7166861  5569845  8090521  8090537  5570408]","[1029743, 999779, 1106523, 1044078, 1042544]"
1595,2245,"[ 909249  995965 1082185 1088555 9677236  836445  842886  851066  859075
  865528  885290  951590  979707  990453 1004906 1015280 1037863 1044078
 1068561 1082141 1112766 1127732  866211  878996 1069609 1088205 1033046]","[866211, 1127831, 878996, 1106523, 1004906]"
1596,2247,"[  951071  1019247  1034176  1121360   936685   997272   836445   866211
   878996   890695   899624   911311   930283   965766   992730  1000753
  1051323   835618   872137  1053730  1106523 10456467 10457518   828055
  1107373  1105301  1082185 10285373  1022254  1082212  1135476   821845
  1049695  1101173]","[1106523, 1044078, 1000753, 1022254, 872137]"
1597,2248,[ 897752  923723  951197  960613 1108094],"[1029743, 1106523, 902094, 1004906, 999104]"
1598,2250,[ 846764 9396673  957063],"[1029743, 899624, 8090521, 1094308, 906838]"
1599,2252,"[  839766   944534  1082185  5563930  5569327  6039859  1067425   897752
   991268   992292  1134483  6602327   866025   896862   984575   999270
  1075032  1122568  1030981  1009770   859010   973916  1104343 15926775
   940766  1128016   993638  1101010]","[1029743, 1044078, 844179, 12810391, 1106523]"
1600,2253,[866025],"[1029743, 983584, 1081177, 1106523, 5569230]"
1601,2257,[1104349 1106523],"[1106523, 1104349, 1029743, 5569230, 5569471]"
1602,2258,[833940],"[866211, 1029743, 1081177, 1126899, 5569230]"
1603,2259,"[  825289   859010   910673   982790  1042438  1044078  1106523  1109615
  9527159   863447   917384   925364   944317   947858  1012587  1070702
  9194664 12301100 13003092 15926887]","[13512542, 13115894, 850925, 1071733, 5585510]"
1604,2260,[ 835098  951590 5568758 6534077 8090521 8090532],"[1069003, 8090532, 991223, 854852, 1042907]"
1605,2261,"[  826666   843464   883932   899624   901397   916122   926905   932863
   940996   943286   944534   948650   951590   975085   983584  1033046
  1070272  1082185  1106523  5568378  6039859 12301109 12810393 15717057
  1037840   861279   910032   910473   995876  1004385  1042907  1046587
  1086001  1126703  1132968  7410341  9245106   844282   891516   973135
   998556  1009361  5581335  9527408]","[844179, 1044078, 1106523, 916122, 1137775]"
1606,2262,[1001266 1019247 6773232  829323 1123842],"[1122358, 878996, 1019247, 1029743, 1076056]"
1607,2263,"[ 1044078   858373   868909   939636   948650   956486   976199   979707
   992529  1029477  1030981  1038462  1082185  1125077  1138854  5567169
  5592931 12132315 12946027]","[871611, 1029743, 8273833, 1044078, 1023720]"
1608,2264,"[  930118   995478   995965  1024306  1026118  1082185  1126899  6602729
 12731436   880150   979707  5564303  5566472  5587656  5590695  6602327
 10457044   897088   964133  1107373  5565925 12383754   885447   999250
   878996   908318   992986   997272  1138854  6034648  6979437  1053530
  1096635  5569374  7442180   861706   883616   916122   956672  1078666
  1106271  5981267  9835960 15926507  1000237   833940   889105  1101502
  5568729]","[6034857, 1126899, 908318, 916122, 8090440]"
1609,2266,"[  923789   924531   951412  1008547  1054402  6602697   859129 13115375
   845208   847186   862866   885023   916993  1070820  6034857   854754
  1024306  1135476  6039759  6463775  6464208]","[916122, 1127831, 866211, 6034857, 985999]"
1610,2267,"[  903350   913210  1077373  1091901  1119405  1126899  6514160  6602440
  6704415  9859217   859427   868868   948086  1135552  8069350  8091601
  8292967  9677052 15717057   825749  8292958  9676944   835619   992730
   997272  1016314  1037332  8090509]","[1126899, 916122, 913210, 5569230, 834117]"
1611,2269,"[ 951590 1082185  963971 1079987 7025496  883068  899624 1016276  839818
  916122  995876 1046584 1074516 1111116  844179  874972  948650 1068561
 1092937 1120928 1135476 6034857 1051323  866211]","[899624, 844179, 5569230, 1044078, 916122]"
1612,2270,"[  927360  1082185 15717057   866211  1011141   937791   819927   859075
  1021715   965766]","[1050851, 8090537, 916122, 965267, 1044078]"
1613,2271,[ 885939  890610 1082212],"[993638, 986912, 1105488, 878996, 1024306]"
1614,2272,"[  840227   883665   951590   953539  1040807  1045586  1061203  1071342
  1136341  9677236   856942  1082185  1104343 15596112   827656   940023
   987571  1096458  9526274 12301839 15972074  1064213   883932   950200
 12301338]","[1040807, 1029743, 827656, 940947, 883932]"
1615,2273,[ 899624  827919 1029743  825665  880427 1082185],"[1029743, 878996, 1127831, 825170, 880427]"
1616,2274,"[  834911   838859   839208   844282   878996   891961   901666   910184
   911545   913210   919534   929768   942565   979792   999104  1023720
  1029743  1044078  1072523  1072685  1075796  1082185  1086740  1102416
  1106271  1139525  5565202  5568721  6034857  8090521  8118500  9268695
   879031   986912  9926758   826385   831063   838186   845163   862010
   890610   904435   930603  1040807  1101010  1128812  6703894  9835223
  9881592   866211   904236   979877  1044487  1084036  1112238  6534480
 16100266   819840   829291   853887   854852   930283   951590   971922
   983584  1079987  1131382  5568197  5568249  5585510  6424460  8119000
  9245106 12385373]","[1106523, 933835, 1004906, 5569230, 1072523]"
1617,2275,"[  995965  1026118  6633224  6633273   897954  5569327   825749   844179
   878996   968072   999599  1079987  1113274  1134483   969039   842140
   957063  5568661  5569230 15926927   819927   841016   870547   899624
  1079174  5981072 10150194 13776705   937110  1065860]","[844179, 916122, 1044078, 985999, 999858]"
1618,2276,"[  872826   890695   952698  1018316  1048299  1100972  1121360  7410071
  9297574  9676944  9677791 13877012]","[839419, 1029743, 1106523, 946839, 839656]"
1619,2277,[  839419   967948  1059902  1105426  8090537 12810418   957063  5587656],"[1029743, 1038663, 5587656, 1106523, 1067695]"
1620,2278,"[ 915493  996114 1138854 6979545  947441  992730 1001412 1018818 1025650
 9245106]","[878996, 854852, 1029743, 925862, 5569230]"
1621,2279,[1108168],"[8090537, 5569230, 854852, 1029743, 849697]"
1622,2280,"[  819978   823704   824796   852856   866211   883003   901062   951590
  1053530  1082185  1096635  1097635  7410341   956902  1004906  1082990
 12301839   896613   946995  1022254   834396  1014458  1072049   827578
   842140   845622   856252   874972   923673   933835   972665  1048918
  1101010  1119860  5568197  5569230  6534480  6534552  7441419  7442180
  8090509 10149640 12262778]","[5569230, 916122, 1000753, 1018740, 883003]"
1623,2281,"[  837270   870390   882247   913210   915715   916122   984957  1013167
  1041032  1046756  1060705  1082185  1090247  1121360  5564901  5569471
  6534077 12171765 13008412 13073175 13213082   981288  7463287   903526
   911388   923654   945294  1080853  1101173  1133191  6034857  7410304
  8069230  8091601  9885544 12385624 13007435 13417761   890344]","[916122, 892314, 1126899, 6534077, 5569230]"
1624,2282,[13071902   901666  1070820  1120991],"[1023720, 1070820, 930118, 1081177, 1029743]"
1625,2283,"[  857503   876669   878996   891654   909714   941797   944929   973086
   989275   999250  1059823  1070820  1139786  6533608  7410071  9527159
 12781828 13213567]","[1029743, 1106523, 878996, 6034857, 8119103]"
1626,2284,"[  951954  1044078 13381483   824759   916122  1000237  1044259  1055504
  1075170  1082185  1112205  1135476  6514160  8249443  9245106  9677670
 13945181  8020234 13213271   842762   934156   940947   943169   948086
   959737   976199  1043837  1046584  1069897  1077373  1110031  5585510
  6534482  7431408 13842104   951412   998119 13672062   858419   990797
   920833   982393   840322   857540   944836   955587  1094924  1121256
  5569471   897088]","[908318, 5568729, 872137, 951412, 1126899]"
1627,2285,"[ 1134633   857503   869465   988277  5572234  6633273  8293439  8293440
  9676944  5568249  9296856   850676  1134473 15926507]","[1022097, 6633273, 991874, 1127831, 944137]"
1628,2287,[  987122 13008065],"[1029743, 971922, 1087102, 1024306, 1127831]"
1629,2288,[  891118  8293447 10180324],"[1126899, 1044078, 986912, 5569471, 5569230]"
1630,2289,"[ 825703  913210  916122  927360  960791  982790  989830  994685  998444
  998556 1068719 1082141 1082185 1101502 1121360 1139493 9245106 9296856
  950894  823721  834396  996087 1033142 1106523]","[1029743, 5569230, 1040807, 834117, 1043751]"
1631,2292,[  994685  5569327 15717057   962671   945611],"[1029743, 5585510, 865456, 880895, 1106523]"
1632,2293,"[  913026  1070820  1082185  1096261  1106523  1135476  6034780  6391381
 12949855  1018822  6039859]","[878996, 1070820, 1127831, 965267, 1029743]"
1633,2294,[5569230],"[5590613, 1029743, 1106523, 5585510, 1012587]"
